Fact Table Name,Counter Name,Data id,MO class
DC_E_CNAXE_MSC,UPDLOCAT2_TNLUREJIMEI,TNLUREJIMEI,UPDLOCAT2
DC_E_CNAXE_MSC,UPDLOCAT2_TNLUREJIMSIS,TNLUREJIMSIS,UPDLOCAT2
DC_E_CNAXE_MSC,UPDLOCAT2_TNLUREJIMSID,TNLUREJIMSID,UPDLOCAT2
