Table Name,Counter Name,Data Id,MO Class
DC_E_SAPC_DIAMETER,CerReceivedFromUnknownPeer,CerReceivedFromUnknownPeer,Diameter
DC_E_SAPC_DIAMETER,IncomingMessageDiscardedDueToOverload,IncomingMessageDiscardedDueToOverload,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,IncomingMessageDiscardedDueToOverload,IncomingMessageDiscardedDueToOverload,Diameter
DC_E_SAPC_DIAMETER,MalformedReceivedRequests,MalformedReceivedRequests,Diameter
DC_E_SAPC_DIAMETER,OutgoingMessageDiscardedDueToCongestion,OutgoingMessageDiscardedDueToCongestion,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,OutgoingMessageDiscardedDueToCongestion,OutgoingMessageDiscardedDueToCongestion,Diameter
DC_E_SAPC_DIAMETER,ProtocolErrorsAndPermanentFailures,ProtocolErrorsAndPermanentFailures,Diameter
DC_E_SAPC_DIAMETER,ReceivedAnswerFromPeer,ReceivedAnswerFromPeer,Diameter
DC_E_SAPC_DIAMETER,ReceivedAnswerFromPeer,ReceivedAnswerFromPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,ReceivedRequestFromPeer,ReceivedRequestFromPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,ReceivedRequestFromPeer,ReceivedRequestFromPeer,Diameter
DC_E_SAPC_DIAMETER,ReceivedUnsuccessfulAnswerFromPeer,ReceivedUnsuccessfulAnswerFromPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,ReceivedUnsuccessfulAnswerFromPeer,ReceivedUnsuccessfulAnswerFromPeer,Diameter
DC_E_SAPC_DIAMETER,SentAnswerToPeer,SentAnswerToPeer,Diameter
DC_E_SAPC_DIAMETER,SentAnswerToPeer,SentAnswerToPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,SentRequestToPeer,SentRequestToPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,SentRequestToPeer,SentRequestToPeer,Diameter
DC_E_SAPC_DIAMETER,SentUnsuccessfulAnswerToPeer,SentUnsuccessfulAnswerToPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,SentUnsuccessfulAnswerToPeer,SentUnsuccessfulAnswerToPeer,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_incomingMessageDiscardedDueToOverload,tsp.diameter.incomingMessageDiscardedDueToOverload,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_incomingMessageDiscardedDueToOverload,tsp.diameter.incomingMessageDiscardedDueToOverload,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_outgoingMessageDiscardedDueToCongestion,tsp.diameter.outgoingMessageDiscardedDueToCongestion,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_outgoingMessageDiscardedDueToCongestion,tsp.diameter.outgoingMessageDiscardedDueToCongestion,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_outgoingMessageDiscardedDueToCongestionPerLink,tsp.diameter.outgoingMessageDiscardedDueToCongestionPerLink,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_receivedAnswerFromPeer,tsp.diameter.receivedAnswerFromPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_receivedAnswerFromPeer,tsp.diameter.receivedAnswerFromPeer,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_receivedRequestFromPeer,tsp.diameter.receivedRequestFromPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_receivedRequestFromPeer,tsp.diameter.receivedRequestFromPeer,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_receivedUnsuccessfulAnswerFromPeer,tsp.diameter.receivedUnsuccessfulAnswerFromPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_receivedUnsuccessfulAnswerFromPeer,tsp.diameter.receivedUnsuccessfulAnswerFromPeer,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_sentAnswerToPeer,tsp.diameter.sentAnswerToPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_sentAnswerToPeer,tsp.diameter.sentAnswerToPeer,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_sentRequestToPeer,tsp.diameter.sentRequestToPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_sentRequestToPeer,tsp.diameter.sentRequestToPeer,Diameter
DC_E_SAPC_DIAMETER,tsp_diameter_sentUnsuccessfulAnswerToPeer,tsp.diameter.sentUnsuccessfulAnswerToPeer,Diameter_traffic_counters
DC_E_SAPC_DIAMETER,tsp_diameter_sentUnsuccessfulAnswerToPeer,tsp.diameter.sentUnsuccessfulAnswerToPeer,Diameter
