Fact Table Name,Counter Name,3gpp32435,Mo Class
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg30aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg31aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg1aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg2aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg3aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg4aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg5aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg6aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg7aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg8aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg9aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg0aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg10aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrgsubscnt,eric-udr-app-counter-nrgsubscnt,eric-udr-app-counter-grp_aucfe_reg11aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg12aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg13aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg14aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg15aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg16aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg17aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg18aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg19aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg20aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg21aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg22aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg23aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg24aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg25aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg26aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg27aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg28aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg29aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg30aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg31aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg1aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg2aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg3aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg4aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg5aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg6aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg7aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg8aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg9aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg0aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg10aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrsubscnt,eric-udr-app-counter-nrsubscnt,eric-udr-app-counter-grp_aucfe_reg11aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg12aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg13aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg14aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg15aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg16aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg17aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg18aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg19aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg20aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg21aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg22aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg23aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg24aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg25aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg26aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg27aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg28aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg29aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg30aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg31aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg1aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg2aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg3aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg4aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg5aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg6aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg7aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg8aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg9aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg0aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg10aucsubs-group
DC_E_CUDB_CCDM_AUCFE_REGAUCSUBS,eric_udr_app_counter_nrusubscnt,eric-udr-app-counter-nrusubscnt,eric-udr-app-counter-grp_aucfe_reg11aucsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrgsubscnt,eric-udr-app-counter-csrgsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrgsubscnt,eric-udr-app-counter-csrgsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrnsubscnt,eric-udr-app-counter-csrnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrnsubscnt,eric-udr-app-counter-csrnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrsubscnt,eric-udr-app-counter-csrsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrsubscnt,eric-udr-app-counter-csrsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrusubscnt,eric-udr-app-counter-csrusubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_csrusubscnt,eric-udr-app-counter-csrusubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrgubscnt,eric-udr-app-counter-gprsrgubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrgubscnt,eric-udr-app-counter-gprsrgubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrnsubscnt,eric-udr-app-counter-gprsrnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrnsubscnt,eric-udr-app-counter-gprsrnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrsubscnt,eric-udr-app-counter-gprsrsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrsubscnt,eric-udr-app-counter-gprsrsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrusubscnt,eric-udr-app-counter-gprsrusubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_gprsrusubscnt,eric-udr-app-counter-gprsrusubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpgsubscnt,eric-udr-app-counter-inpgsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpgsubscnt,eric-udr-app-counter-inpgsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpnsubscnt,eric-udr-app-counter-inpnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpnsubscnt,eric-udr-app-counter-inpnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpsubscnt,eric-udr-app-counter-inpsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpsubscnt,eric-udr-app-counter-inpsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpusubscnt,eric-udr-app-counter-inpusubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inpusubscnt,eric-udr-app-counter-inpusubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inreggsubscnt,eric-udr-app-counter-inreggsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inreggsubscnt,eric-udr-app-counter-inreggsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inregnsubscnt,eric-udr-app-counter-inregnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inregnsubscnt,eric-udr-app-counter-inregnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inregsubscnt,eric-udr-app-counter-inregsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inregsubscnt,eric-udr-app-counter-inregsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inregusubscnt,eric-udr-app-counter-inregusubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_inregusubscnt,eric-udr-app-counter-inregusubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrgsubscnt,eric-udr-app-counter-nactrgsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrgsubscnt,eric-udr-app-counter-nactrgsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrnsubscnt,eric-udr-app-counter-nactrnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrnsubscnt,eric-udr-app-counter-nactrnsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrsubscnt,eric-udr-app-counter-nactrsubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrsubscnt,eric-udr-app-counter-nactrsubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrusubscnt,eric-udr-app-counter-nactrusubscnt,eric-udr-app-counter-grp_hlrfe_multireg0hlrsubs-group
DC_E_CUDB_CCDM_HLRFE_MULTIREGHLRSUBS,eric_udr_app_counter_nactrusubscnt,eric-udr-app-counter-nactrusubscnt,eric-udr-app-counter-grp_hlrfe_multireg15hlrsubs-group
